Date,Year,Month,Quarter,Site_ID,Lab_ID,Region,Site_Type,Adoption_Date,Post_Adoption,Months_Since_Adoption,Assay_Menu,Communication_Intensity,Cr_Volume,Cys_Volume,CrCys_Volume,Total_Test_Volume,Cr_Price,Cys_Price,CrCys_Price,Cr_Revenue,Cys_Revenue,CrCys_Revenue,Total_Revenue,Lives_Covered,Total_Patients,Reclassified_Patients,Reclassification_Rate,CKD_Patients,G1_Patients,G2_Patients,G3a_Patients,G3b_Patients,G4_Patients,G5_Patients,CKD_Prevalence,Nephrology_Referrals,Dialysis_Initiations,Trial_Enrollment,Eligibility_Shift_Pct,Renally_Adjusted_Rx,Nephroprotective_Rx
2023-02-01,2023,2,Q1,SITE0074,LAB047,Southeast,Hospital,2021-11-01,1,15.0,CrCys,3,566,123,54,743,8.09,28.18,31.98,4577.53,3466.6,1726.79,9770.92,42545,6381,882,0.1383,1988,2478,2061,1031,510,319,127,0.3116,238,19,0,-0.02,795,497
2023-02-01,2023,2,Q1,SITE0075,LAB022,Southwest,Clinic,2022-01-01,1,13.0,CrCys,1,582,120,46,748,8.07,25.98,33.81,4696.62,3117.26,1555.16,9369.04,41668,6250,895,0.1433,1938,2436,2024,1001,500,312,125,0.3102,232,18,0,0.0,775,484
2023-02-01,2023,2,Q1,SITE0076,LAB023,West,Hospital,2024-02-01,0,,CrCys,2,600,127,0,727,8.08,27.77,33.94,4847.22,3526.59,0.0,8373.8,28061,4209,0,0.0,1557,1473,1178,925,336,210,84,0.37,233,18,0,0.0,622,389
2023-02-01,2023,2,Q1,SITE0077,LAB002,Southwest,Clinic,2022-01-01,1,13.0,Cys,1,602,101,0,703,8.5,20.91,33.73,5115.64,2112.19,0.0,7227.83,18716,2807,402,0.1433,870,1094,909,449,224,140,56,0.3102,104,8,0,0.0,348,217
2023-02-01,2023,2,Q1,SITE0078,LAB027,Midwest,Clinic,2024-03-01,0,,CrCys,3,510,111,0,621,7.57,25.94,30.57,3860.99,2879.61,0.0,6740.59,44749,6712,0,0.0,2483,2349,1879,1476,536,335,134,0.37,372,29,0,0.0,993,620
2023-02-01,2023,2,Q1,SITE0079,LAB042,Northeast,Reference Lab,2022-08-01,1,6.0,CrCys,5,590,108,63,761,8.4,24.73,32.9,4955.4,2671.36,2072.48,9699.25,44144,6621,1072,0.162,2019,2615,2165,1026,529,331,132,0.305,242,19,0,0.0,807,504
2023-02-01,2023,2,Q1,SITE0080,LAB002,Southwest,Hospital,2022-01-01,1,13.0,Cys,1,571,123,0,694,8.19,27.26,33.01,4675.14,3352.87,0.0,8028.01,21907,3286,470,0.1433,1019,1280,1064,526,262,164,65,0.3102,122,9,0,-0.02,407,254
2023-02-01,2023,2,Q1,SITE0081,LAB026,Midwest,Hospital,2022-02-01,1,12.0,CrCys,2,544,145,60,749,8.29,25.48,34.65,4509.9,3694.65,2079.04,10283.59,23777,3566,519,0.1458,1103,1392,1156,568,285,178,71,0.3095,132,10,0,-0.02,441,275
2023-02-01,2023,2,Q1,SITE0082,LAB017,West,Hospital,2021-06-01,1,20.0,CrCys,4,599,143,59,801,9.69,20.44,31.99,5803.23,2922.68,1887.16,10613.07,32693,4903,621,0.1267,1543,1888,1574,808,392,245,98,0.3148,185,14,0,-0.02,617,385
2023-02-01,2023,2,Q1,SITE0083,LAB040,Southeast,Clinic,2024-01-01,0,,CrCys,3,540,111,0,651,8.98,26.39,30.62,4849.68,2928.81,0.0,7778.49,47928,7189,0,0.0,2659,2516,2012,1581,575,359,143,0.37,398,31,0,0.0,1063,664
2023-02-01,2023,2,Q1,SITE0084,LAB033,West,Clinic,2021-08-01,1,18.0,Cr,1,575,0,0,575,8.39,23.61,33.18,4825.23,0.0,0.0,4825.23,31329,4699,616,0.1312,1473,1815,1512,768,375,234,93,0.3135,176,14,0,0.0,589,368
2023-02-01,2023,2,Q1,SITE0085,LAB009,Midwest,Hospital,2024-03-01,0,,Cys,1,531,103,0,634,9.19,27.84,29.89,4882.09,2867.05,0.0,7749.14,21282,3192,0,0.0,1181,1117,893,702,255,159,63,0.37,177,14,0,0.0,472,295
2023-02-01,2023,2,Q1,SITE0086,LAB043,West,Hospital,2024-05-01,0,,CrCys,4,584,100,0,684,9.04,23.6,30.07,5276.77,2359.7,0.0,7636.46,28624,4293,0,0.0,1588,1502,1202,944,343,214,85,0.37,238,19,0,0.0,635,397
2023-02-01,2023,2,Q1,SITE0087,LAB048,Southwest,Clinic,2023-01-01,1,1.0,Cr,1,587,0,0,587,7.62,25.87,32.52,4474.54,0.0,0.0,4474.54,28321,4248,751,0.1769,1278,1695,1399,640,339,212,84,0.3009,153,12,0,0.0,511,319
2023-02-01,2023,2,Q1,SITE0088,LAB039,Northeast,Hospital,2024-01-01,0,,CrCys,1,531,122,0,653,8.98,25.99,31.01,4770.6,3171.26,0.0,7941.85,15488,2323,0,0.0,859,813,650,511,185,116,46,0.37,128,10,0,0.0,343,214
2023-02-01,2023,2,Q1,SITE0089,LAB029,West,Reference Lab,2023-05-01,0,,CrCys,5,594,110,0,704,7.83,24.99,33.39,4652.74,2749.35,0.0,7402.09,27574,4136,0,0.0,1530,1447,1158,909,330,206,82,0.37,229,18,0,0.0,612,382
2023-02-01,2023,2,Q1,SITE0090,LAB042,Northeast,Clinic,2022-08-01,1,6.0,CrCys,5,585,148,60,793,8.34,25.53,29.57,4877.98,3778.34,1774.23,10430.55,10240,1536,248,0.162,468,606,502,238,122,76,30,0.305,56,4,0,0.0,187,117
2023-02-01,2023,2,Q1,SITE0091,LAB026,Midwest,Hospital,2022-02-01,1,12.0,CrCys,2,555,132,58,745,8.78,27.02,29.52,4874.49,3566.86,1712.42,10153.76,48221,7233,1054,0.1458,2238,2824,2345,1153,578,361,144,0.3095,268,21,9,-0.02,895,559
2023-02-01,2023,2,Q1,SITE0092,LAB035,Midwest,Hospital,2022-07-01,1,7.0,CrCys,2,573,114,64,751,9.06,25.51,33.91,5190.36,2908.1,2170.48,10268.94,15478,2321,369,0.1592,709,914,757,361,185,116,46,0.3058,85,6,0,-0.02,283,177
2023-02-01,2023,2,Q1,SITE0093,LAB050,West,Reference Lab,2023-09-01,0,,Cys,4,556,106,0,662,9.29,29.2,34.7,5167.25,3095.66,0.0,8262.92,24262,3639,0,0.0,1346,1273,1018,800,291,181,72,0.37,201,16,0,0.0,538,336
2023-02-01,2023,2,Q1,SITE0094,LAB025,Northeast,Hospital,2024-10-01,0,,Cr,4,570,0,0,570,8.37,27.01,32.09,4768.67,0.0,0.0,4768.67,9432,1414,0,0.0,523,494,395,311,113,70,28,0.37,78,6,0,0.0,209,130
2023-02-01,2023,2,Q1,SITE0095,LAB024,Northeast,Hospital,2024-11-01,0,,Cr,4,570,0,0,570,8.83,24.69,31.18,5035.6,0.0,0.0,5035.6,34721,5208,0,0.0,1926,1822,1458,1145,416,260,104,0.37,288,23,7,0.0,770,481
2023-02-01,2023,2,Q1,SITE0096,LAB013,Southwest,Reference Lab,2024-09-01,0,,Cys,5,592,105,0,697,8.35,26.86,32.46,4943.47,2820.58,0.0,7764.05,18568,2785,0,0.0,1030,974,779,612,222,139,55,0.37,154,12,0,0.0,412,257
2023-02-01,2023,2,Q1,SITE0097,LAB007,Midwest,Reference Lab,2021-09-01,1,17.0,CrCys,4,588,143,65,796,8.48,25.63,34.32,4986.32,3665.06,2230.59,10881.97,19178,2876,384,0.1335,899,1113,926,468,230,143,57,0.3129,107,8,0,0.0,359,224
2023-02-01,2023,2,Q1,SITE0098,LAB036,Southwest,Reference Lab,2022-02-01,1,12.0,CrCys,4,592,104,73,769,8.44,23.28,31.89,4994.11,2420.83,2328.14,9743.08,27195,4079,594,0.1458,1262,1592,1322,650,326,203,81,0.3095,151,12,0,0.0,504,315
2023-02-01,2023,2,Q1,SITE0099,LAB045,Southeast,Clinic,2023-03-01,0,,Cys,4,576,110,0,686,8.71,26.27,33.22,5016.92,2889.24,0.0,7906.16,5302,795,0,0.0,294,278,222,174,63,39,15,0.37,44,3,0,0.0,117,73
2023-02-01,2023,2,Q1,SITE0100,LAB020,West,Hospital,2023-05-01,0,,CrCys,4,538,116,0,654,8.81,24.16,34.8,4740.58,2802.66,0.0,7543.24,22022,3303,0,0.0,1222,1156,924,726,264,165,66,0.37,183,14,0,0.0,488,305
2023-02-01,2023,2,Q1,SITE0101,LAB001,West,Hospital,2021-12-01,1,14.0,CrCys,1,624,123,76,823,7.98,21.79,33.51,4977.07,2680.39,2546.98,10204.44,5055,758,106,0.1408,235,294,245,121,60,37,15,0.3109,28,2,0,-0.02,94,58
2023-02-01,2023,2,Q1,SITE0102,LAB008,Midwest,Clinic,2022-11-01,1,3.0,CrCys,5,542,118,43,703,8.7,25.71,31.6,4717.28,3034.31,1358.64,9110.23,13717,2057,351,0.1708,622,817,675,313,164,102,41,0.3026,74,5,0,0.0,248,155
2023-02-01,2023,2,Q1,SITE0103,LAB046,Northeast,Clinic,2024-11-01,0,,CrCys,3,574,101,0,675,8.94,27.51,34.31,5129.89,2778.81,0.0,7908.7,33699,5054,0,0.0,1869,1768,1415,1111,404,252,101,0.37,280,22,0,0.0,747,467
2023-02-01,2023,2,Q1,SITE0104,LAB016,Southeast,Clinic,2024-10-01,0,,Cys,2,503,118,0,621,8.12,24.46,30.15,4081.96,2886.86,0.0,6968.81,13150,1972,0,0.0,729,690,552,433,157,98,39,0.37,109,8,0,0.0,291,182
2023-02-01,2023,2,Q1,SITE0105,LAB014,Southeast,Reference Lab,2022-11-01,1,3.0,Cr,1,551,0,0,551,8.43,26.78,33.83,4642.79,0.0,0.0,4642.79,7125,1068,182,0.1708,323,424,350,162,85,53,21,0.3026,38,3,0,0.0,129,80
2023-02-01,2023,2,Q1,SITE0106,LAB012,Midwest,Hospital,,0,,CrCys,1,571,100,0,671,8.71,25.75,29.04,4975.56,2575.32,0.0,7550.88,49247,7387,0,0.0,2733,2585,2068,1625,590,369,147,0.37,409,32,0,0.0,1093,683
2023-02-01,2023,2,Q1,SITE0107,LAB023,West,Clinic,2024-02-01,0,,CrCys,2,552,109,0,661,8.91,27.63,34.69,4921.03,3011.27,0.0,7932.3,21748,3262,0,0.0,1206,1141,913,717,260,163,65,0.37,180,14,0,0.0,482,301
2023-02-01,2023,2,Q1,SITE0108,LAB015,West,Hospital,2023-05-01,0,,CrCys,3,571,119,0,690,8.53,25.21,27.8,4872.76,3000.28,0.0,7873.04,44577,6686,0,0.0,2473,2340,1872,1470,534,334,133,0.37,370,29,8,0.0,989,618
2023-02-01,2023,2,Q1,SITE0109,LAB028,Southeast,Clinic,,0,,Cr,1,558,0,0,558,8.06,27.65,32.35,4497.66,0.0,0.0,4497.66,9621,1443,0,0.0,533,505,404,317,115,72,28,0.37,79,6,0,0.0,213,133
2023-02-01,2023,2,Q1,SITE0110,LAB034,Northeast,Hospital,2023-07-01,0,,Cr,2,553,0,0,553,8.17,28.62,31.65,4515.88,0.0,0.0,4515.88,20034,3005,0,0.0,1111,1051,841,661,240,150,60,0.37,166,13,0,0.0,444,277
2023-02-01,2023,2,Q1,SITE0111,LAB002,Southwest,Hospital,2022-01-01,1,13.0,Cys,1,525,106,0,631,8.57,24.4,30.53,4497.25,2586.68,0.0,7083.93,10126,1518,217,0.1433,470,591,491,243,121,75,30,0.3102,56,4,0,-0.02,188,117
2023-02-01,2023,2,Q1,SITE0112,LAB032,West,Hospital,2024-06-01,0,,CrCys,3,529,128,0,657,8.15,23.55,28.31,4310.04,3014.91,0.0,7324.96,10122,1518,0,0.0,561,531,425,333,121,75,30,0.37,84,6,0,0.0,224,140
2023-02-01,2023,2,Q1,SITE0113,LAB023,West,Clinic,2024-02-01,0,,CrCys,2,540,104,0,644,8.32,26.92,32.2,4491.58,2799.18,0.0,7290.76,23030,3454,0,0.0,1277,1208,967,759,276,172,69,0.37,191,15,0,0.0,510,319
2023-02-01,2023,2,Q1,SITE0114,LAB022,Southwest,Clinic,2022-01-01,1,13.0,CrCys,1,548,134,68,750,8.27,24.58,28.91,4534.01,3294.03,1966.04,9794.08,22302,3345,479,0.1433,1037,1303,1083,535,267,167,66,0.3102,124,9,0,0.0,414,259
2023-02-01,2023,2,Q1,SITE0115,LAB025,Northeast,Clinic,2024-10-01,0,,Cr,4,585,0,0,585,9.33,26.5,32.81,5460.18,0.0,0.0,5460.18,24181,3627,0,0.0,1341,1269,1015,797,290,181,72,0.37,201,16,0,0.0,536,335
2023-02-01,2023,2,Q1,SITE0116,LAB022,Southwest,Reference Lab,2022-01-01,1,13.0,CrCys,1,560,133,57,750,9.69,24.59,30.76,5428.77,3270.88,1753.3,10452.95,43638,6545,937,0.1433,2030,2551,2119,1048,523,327,130,0.3102,243,19,0,0.0,812,507
2023-02-01,2023,2,Q1,SITE0117,LAB022,Southwest,Hospital,2022-01-01,1,13.0,CrCys,1,544,121,64,729,7.82,22.79,30.32,4256.32,2757.07,1940.32,8953.71,6531,979,140,0.1433,303,381,317,156,78,48,19,0.3102,36,2,5,-0.02,121,75
2023-02-01,2023,2,Q1,SITE0118,LAB049,Southeast,Hospital,2022-04-01,1,10.0,Cys,5,547,94,0,641,8.89,24.49,30.71,4863.59,2302.19,0.0,7165.78,45940,6891,1040,0.151,2122,2700,2240,1089,551,344,137,0.3081,254,20,0,-0.02,848,530
2023-02-01,2023,2,Q1,SITE0119,LAB042,Northeast,Reference Lab,2022-08-01,1,6.0,CrCys,5,560,113,54,727,9.21,26.38,31.83,5159.84,2980.62,1718.95,9859.4,45441,6816,1104,0.162,2078,2692,2228,1056,545,340,136,0.305,249,19,0,0.0,831,519
2023-02-01,2023,2,Q1,SITE0120,LAB006,Southeast,Hospital,2021-11-01,1,15.0,CrCys,1,553,122,84,759,8.95,26.13,30.47,4948.24,3188.35,2559.32,10695.91,28333,4249,587,0.1383,1323,1650,1372,686,339,212,84,0.3116,158,12,0,-0.02,529,330
2023-02-01,2023,2,Q1,SITE0121,LAB015,West,Reference Lab,2023-05-01,0,,CrCys,3,582,130,0,712,8.94,27.63,31.04,5200.43,3592.38,0.0,8792.81,44650,6697,0,0.0,2477,2343,1875,1473,535,334,133,0.37,371,29,0,0.0,990,619
2023-02-01,2023,2,Q1,SITE0122,LAB043,West,Hospital,2024-05-01,0,,CrCys,4,565,130,0,695,8.0,26.46,30.24,4518.89,3439.88,0.0,7958.77,39674,5951,0,0.0,2201,2082,1666,1309,476,297,119,0.37,330,26,0,0.0,880,550
2023-02-01,2023,2,Q1,SITE0123,LAB037,Midwest,Reference Lab,2023-07-01,0,,CrCys,5,611,120,0,731,8.56,24.74,34.27,5231.75,2968.52,0.0,8200.26,40854,6128,0,0.0,2267,2144,1715,1348,490,306,122,0.37,340,27,0,0.0,906,566
2023-02-01,2023,2,Q1,SITE0124,LAB033,West,Hospital,2021-08-01,1,18.0,Cr,1,572,0,0,572,9.16,22.93,31.52,5241.69,0.0,0.0,5241.69,13152,1972,258,0.1312,618,762,634,322,157,98,39,0.3135,74,5,0,-0.02,247,154
2023-02-01,2023,2,Q1,SITE0125,LAB008,Midwest,Reference Lab,2022-11-01,1,3.0,CrCys,5,584,110,70,764,8.86,22.97,30.27,5175.34,2526.42,2119.13,9820.89,43518,6527,1114,0.1708,1974,2594,2143,995,522,326,130,0.3026,236,18,0,0.0,789,493
2023-02-01,2023,2,Q1,SITE0126,LAB044,Southeast,Clinic,2021-12-01,1,14.0,CrCys,2,564,149,65,778,7.56,22.28,29.31,4263.82,3319.02,1905.11,9487.95,15267,2290,322,0.1408,711,891,740,368,183,114,45,0.3109,85,6,0,0.0,284,177
2023-02-01,2023,2,Q1,SITE0127,LAB044,Southeast,Reference Lab,2021-12-01,1,14.0,CrCys,2,609,142,66,817,9.0,26.44,31.88,5483.67,3753.83,2103.76,11341.27,30289,4543,639,0.1408,1412,1767,1469,730,363,227,90,0.3109,169,13,0,0.0,564,353
2023-02-01,2023,2,Q1,SITE0128,LAB005,Southwest,Hospital,2021-09-01,1,17.0,Cr,3,539,0,0,539,9.2,23.48,31.33,4959.96,0.0,0.0,4959.96,6062,909,121,0.1335,284,351,292,148,72,45,18,0.3129,34,2,0,-0.02,113,71
2023-02-01,2023,2,Q1,SITE0129,LAB039,Northeast,Clinic,2024-01-01,0,,CrCys,1,556,109,0,665,8.43,26.11,30.65,4689.35,2846.25,0.0,7535.6,34926,5238,0,0.0,1938,1833,1466,1152,419,261,104,0.37,290,23,0,0.0,775,484
2023-02-01,2023,2,Q1,SITE0130,LAB004,Southwest,Reference Lab,2024-05-01,0,,CrCys,1,605,115,0,720,7.94,24.46,34.23,4802.35,2813.05,0.0,7615.4,11229,1684,0,0.0,623,589,471,370,134,84,33,0.37,93,7,0,0.0,249,155
2023-02-01,2023,2,Q1,SITE0131,LAB006,Southeast,Clinic,2021-11-01,1,15.0,CrCys,1,556,107,61,724,8.98,23.68,32.94,4990.83,2534.18,2009.5,9534.51,9632,1444,199,0.1383,449,560,466,233,115,72,28,0.3116,53,4,0,0.0,179,112
2023-02-01,2023,2,Q1,SITE0132,LAB045,Southeast,Clinic,2023-03-01,0,,Cys,4,580,102,0,682,8.58,24.6,30.78,4978.05,2509.23,0.0,7487.28,44056,6608,0,0.0,2444,2312,1850,1453,528,330,132,0.37,366,29,0,0.0,977,611
2023-02-01,2023,2,Q1,SITE0133,LAB032,West,Clinic,2024-06-01,0,,CrCys,3,562,109,0,671,8.44,22.71,30.96,4744.66,2475.82,0.0,7220.48,8596,1289,0,0.0,476,451,360,283,103,64,25,0.37,71,5,0,0.0,190,119
2023-02-01,2023,2,Q1,SITE0134,LAB030,West,Clinic,2024-09-01,0,,CrCys,1,584,113,0,697,8.77,23.31,28.47,5123.9,2633.58,0.0,7757.48,49243,7386,0,0.0,2732,2585,2068,1624,590,369,147,0.37,409,32,0,0.0,1092,683
2023-02-01,2023,2,Q1,SITE0135,LAB047,Southeast,Clinic,2021-11-01,1,15.0,CrCys,3,561,148,54,763,8.23,23.6,33.65,4616.95,3492.9,1817.29,9927.15,11168,1675,231,0.1383,521,650,541,270,134,83,33,0.3116,62,4,0,0.0,208,130
2023-02-01,2023,2,Q1,SITE0136,LAB035,Midwest,Clinic,2022-07-01,1,7.0,CrCys,2,531,142,46,719,7.13,23.62,33.18,3784.48,3353.93,1526.13,8664.54,47563,7134,1135,0.1592,2181,2812,2329,1111,570,356,142,0.3058,261,20,0,0.0,872,545
2023-02-01,2023,2,Q1,SITE0137,LAB040,Southeast,Reference Lab,2024-01-01,0,,CrCys,3,569,106,0,675,8.66,23.52,34.07,4927.06,2492.99,0.0,7420.04,12561,1884,0,0.0,697,659,527,414,150,94,37,0.37,104,8,0,0.0,278,174
2023-02-01,2023,2,Q1,SITE0138,LAB016,Southeast,Hospital,2024-10-01,0,,Cys,2,570,107,0,677,8.65,25.11,31.52,4931.36,2686.49,0.0,7617.84,13258,1988,0,0.0,735,695,556,437,159,99,39,0.37,110,8,0,0.0,294,183
2023-02-01,2023,2,Q1,SITE0139,LAB013,Southwest,Hospital,2024-09-01,0,,Cys,5,585,130,0,715,8.23,25.31,31.81,4812.98,3290.82,0.0,8103.8,21616,3242,0,0.0,1199,1134,907,713,259,162,64,0.37,179,14,6,0.0,479,299
2023-02-01,2023,2,Q1,SITE0140,LAB050,West,Reference Lab,2023-09-01,0,,Cys,4,582,106,0,688,9.2,26.16,33.89,5356.63,2772.55,0.0,8129.18,31734,4760,0,0.0,1761,1666,1332,1047,380,238,95,0.37,264,21,0,0.0,704,440
2023-02-01,2023,2,Q1,SITE0141,LAB042,Northeast,Reference Lab,2022-08-01,1,6.0,CrCys,5,608,115,65,788,8.04,22.93,33.12,4887.31,2637.18,2152.52,9677.01,11371,1705,276,0.162,520,673,557,264,136,85,34,0.305,62,4,0,0.0,208,130
2023-02-01,2023,2,Q1,SITE0142,LAB030,West,Clinic,2024-09-01,0,,CrCys,1,543,107,0,650,7.65,21.91,32.34,4155.04,2344.49,0.0,6499.53,31069,4660,0,0.0,1724,1631,1304,1025,372,233,93,0.37,258,20,0,0.0,689,431
2023-02-01,2023,2,Q1,SITE0143,LAB019,Northeast,Clinic,2021-06-01,1,20.0,CrCys,1,543,127,64,734,8.37,23.2,31.58,4543.58,2945.79,2021.43,9510.8,19369,2905,368,0.1267,914,1118,932,478,232,145,58,0.3148,109,8,0,0.0,365,228
2023-02-01,2023,2,Q1,SITE0144,LAB017,West,Hospital,2021-06-01,1,20.0,CrCys,4,578,106,68,752,8.84,24.24,32.61,5111.97,2569.04,2217.5,9898.51,17910,2686,340,0.1267,845,1034,862,442,214,134,53,0.3148,101,8,0,-0.02,338,211
2023-02-01,2023,2,Q1,SITE0145,LAB019,Northeast,Hospital,2021-06-01,1,20.0,CrCys,1,561,136,75,772,8.68,24.34,31.35,4871.97,3310.44,2351.35,10533.76,12943,1941,245,0.1267,611,747,623,319,155,97,38,0.3148,73,5,0,-0.02,244,152
2023-02-01,2023,2,Q1,SITE0146,LAB028,Southeast,Clinic,,0,,Cr,1,587,0,0,587,8.88,25.3,27.55,5211.59,0.0,0.0,5211.59,17199,2579,0,0.0,954,902,722,567,206,128,51,0.37,143,11,0,0.0,381,238
2023-02-01,2023,2,Q1,SITE0147,LAB026,Midwest,Hospital,2022-02-01,1,12.0,CrCys,2,572,128,61,761,8.92,22.3,29.55,5101.99,2854.53,1802.83,9759.34,20728,3109,453,0.1458,962,1214,1008,495,248,155,62,0.3095,115,9,0,-0.02,384,240
2023-02-01,2023,2,Q1,SITE0148,LAB037,Midwest,Clinic,2023-07-01,0,,CrCys,5,551,117,0,668,8.19,20.14,32.39,4513.82,2355.96,0.0,6869.77,28275,4241,0,0.0,1569,1484,1187,933,339,212,84,0.37,235,18,0,0.0,627,392
2023-02-01,2023,2,Q1,SITE0149,LAB026,Midwest,Hospital,2022-02-01,1,12.0,CrCys,2,568,126,64,758,8.1,25.27,34.8,4600.64,3183.92,2227.38,10011.95,11738,1760,256,0.1458,544,687,570,280,140,88,35,0.3095,65,5,0,-0.02,217,136
2023-02-01,2023,2,Q1,SITE0150,LAB023,West,Reference Lab,2024-02-01,0,,CrCys,2,541,144,0,685,9.21,24.74,31.53,4984.73,3562.91,0.0,8547.64,20913,3136,0,0.0,1160,1097,878,689,250,156,62,0.37,174,13,0,0.0,464,290
2023-02-01,2023,2,Q1,SITE0151,LAB009,Midwest,Reference Lab,2024-03-01,0,,Cys,1,560,99,0,659,8.49,27.53,31.62,4752.61,2725.75,0.0,7478.36,40240,6036,0,0.0,2233,2112,1690,1327,482,301,120,0.37,334,26,0,0.0,893,558
2023-02-01,2023,2,Q1,SITE0152,LAB012,Midwest,Clinic,,0,,CrCys,1,584,121,0,705,8.44,25.22,28.8,4930.82,3052.07,0.0,7982.88,24123,3618,0,0.0,1338,1266,1013,795,289,180,72,0.37,200,16,0,0.0,535,334
2023-02-01,2023,2,Q1,SITE0153,LAB001,West,Clinic,2021-12-01,1,14.0,CrCys,1,567,116,60,743,8.35,25.9,32.17,4732.01,3004.04,1930.32,9666.38,39529,5929,834,0.1408,1843,2306,1917,953,474,296,118,0.3109,221,17,0,0.0,737,460
2023-02-01,2023,2,Q1,SITE0154,LAB001,West,Hospital,2021-12-01,1,14.0,CrCys,1,567,141,72,780,9.17,23.51,29.8,5196.59,3314.57,2145.28,10656.44,15167,2275,320,0.1408,707,885,735,366,182,113,45,0.3109,84,6,0,-0.02,282,176
2023-02-01,2023,2,Q1,SITE0155,LAB047,Southeast,Reference Lab,2021-11-01,1,15.0,CrCys,3,557,130,56,743,9.05,23.85,26.83,5038.2,3101.09,1502.65,9641.94,15554,2333,322,0.1383,726,906,753,376,186,116,46,0.3116,87,6,0,0.0,290,181
2023-02-01,2023,2,Q1,SITE0156,LAB034,Northeast,Clinic,2023-07-01,0,,Cr,2,559,0,0,559,8.33,23.65,30.46,4656.15,0.0,0.0,4656.15,22260,3339,0,0.0,1235,1168,934,734,267,166,66,0.37,185,14,0,0.0,494,308
2023-02-01,2023,2,Q1,SITE0157,LAB032,West,Hospital,2024-06-01,0,,CrCys,3,571,119,0,690,8.58,21.95,33.34,4897.24,2612.45,0.0,7509.69,8812,1321,0,0.0,488,462,369,290,105,66,26,0.37,73,5,0,0.0,195,122
2023-02-01,2023,2,Q1,SITE0158,LAB048,Southwest,Reference Lab,2023-01-01,1,1.0,Cr,1,578,0,0,578,8.23,24.58,31.73,4756.24,0.0,0.0,4756.24,33024,4953,876,0.1769,1490,1976,1631,747,396,247,99,0.3009,178,14,0,0.0,596,372
2023-02-01,2023,2,Q1,SITE0159,LAB025,Northeast,Reference Lab,2024-10-01,0,,Cr,4,550,0,0,550,8.47,23.85,28.69,4658.14,0.0,0.0,4658.14,32285,4842,0,0.0,1791,1694,1355,1065,387,242,96,0.37,268,21,0,0.0,716,447
2023-02-01,2023,2,Q1,SITE0160,LAB040,Southeast,Reference Lab,2024-01-01,0,,CrCys,3,598,115,0,713,9.71,22.68,31.37,5805.95,2607.67,0.0,8413.62,31900,4785,0,0.0,1770,1674,1339,1052,382,239,95,0.37,265,21,0,0.0,708,442
2023-02-01,2023,2,Q1,SITE0161,LAB045,Southeast,Clinic,2023-03-01,0,,Cys,4,581,132,0,713,8.09,27.2,32.8,4698.33,3590.75,0.0,8289.08,6605,990,0,0.0,366,346,277,217,79,49,19,0.37,54,4,0,0.0,146,91
2023-02-01,2023,2,Q1,SITE0162,LAB001,West,Clinic,2021-12-01,1,14.0,CrCys,1,582,130,60,772,9.03,23.91,29.19,5255.24,3108.06,1751.46,10114.76,10622,1593,224,0.1408,495,619,515,256,127,79,31,0.3109,59,4,0,0.0,198,123
2023-02-01,2023,2,Q1,SITE0163,LAB016,Southeast,Clinic,2024-10-01,0,,Cys,2,521,144,0,665,8.54,23.34,31.05,4449.35,3360.91,0.0,7810.26,11767,1765,0,0.0,653,617,494,388,141,88,35,0.37,97,7,0,0.0,261,163
2023-02-01,2023,2,Q1,SITE0164,LAB039,Northeast,Reference Lab,2024-01-01,0,,CrCys,1,603,117,0,720,8.36,25.86,32.62,5038.35,3025.68,0.0,8064.03,32139,4820,0,0.0,1783,1687,1349,1060,385,241,96,0.37,267,21,0,0.0,713,445
2023-02-01,2023,2,Q1,SITE0165,LAB005,Southwest,Reference Lab,2021-09-01,1,17.0,Cr,3,598,0,0,598,8.04,20.9,29.92,4809.57,0.0,0.0,4809.57,16613,2491,332,0.1335,779,964,802,405,199,124,49,0.3129,93,7,0,0.0,311,194
2023-02-01,2023,2,Q1,SITE0166,LAB022,Southwest,Hospital,2022-01-01,1,13.0,CrCys,1,591,148,58,797,9.2,25.14,31.86,5438.12,3720.93,1848.04,11007.1,15589,2338,334,0.1433,725,911,757,374,187,116,46,0.3102,87,6,0,-0.02,290,181
2023-02-01,2023,2,Q1,SITE0167,LAB029,West,Hospital,2023-05-01,0,,CrCys,5,612,108,0,720,8.12,24.8,32.65,4966.47,2678.62,0.0,7645.09,18918,2837,0,0.0,1049,992,794,624,226,141,56,0.37,157,12,0,0.0,419,262
2023-02-01,2023,2,Q1,SITE0168,LAB003,Midwest,Hospital,,0,,CrCys,1,554,102,0,656,8.53,26.13,31.76,4727.98,2665.53,0.0,7393.51,25119,3767,0,0.0,1393,1318,1054,828,301,188,75,0.37,208,16,0,0.0,557,348
2023-02-01,2023,2,Q1,SITE0169,LAB012,Midwest,Reference Lab,,0,,CrCys,1,556,105,0,661,8.71,25.94,27.63,4842.16,2723.92,0.0,7566.08,32446,4866,0,0.0,1800,1703,1362,1070,389,243,97,0.37,270,21,0,0.0,720,450
2023-02-01,2023,2,Q1,SITE0170,LAB026,Midwest,Reference Lab,2022-02-01,1,12.0,CrCys,2,553,116,61,730,8.03,26.86,30.42,4441.41,3115.95,1855.38,9412.74,18046,2706,394,0.1458,837,1056,877,431,216,135,54,0.3095,100,8,0,0.0,334,209
